t,x,y,z,qw,qx,qy,qz,tx,ty,tz
4.315,91.7513,54.0013,1049.56,0.227458,-0.352789,0.768349,0.483159,100,0,1000
4.32,91.7378,54.124,1049.61,0.191001,-0.328287,0.777035,0.501959,100,0,1000
4.325,91.7246,54.2466,1049.66,0.154645,-0.302778,0.783138,0.520678,100,0,1000
4.33,91.7116,54.3692,1049.7,0.117899,-0.276507,0.787354,0.538254,100,0,1000
4.335,91.6988,54.4918,1049.75,0.0793049,-0.248867,0.790488,0.55399,100,0,1000
4.34,91.6863,54.6143,1049.8,0.0427752,-0.222035,0.791139,0.568303,100,0,1000
4.345,91.674,54.7369,1049.85,0.00497587,-0.1938,0.789882,0.58181,100,0,1000
4.35,91.6618,54.8594,1049.89,-0.0308304,-0.166674,0.787108,0.593068,100,0,1000
4.355,91.6499,54.9819,1049.94,-0.0658527,-0.139681,0.782341,0.603404,100,0,1000
4.36,91.6383,55.1044,1049.98,-0.101623,-0.111705,0.77584,0.612591,100,0,1000
4.365,91.6268,55.2269,1050.03,-0.13882,-0.0821712,0.766804,0.62128,100,0,1000
4.37,91.6155,55.3493,1050.07,-0.175717,-0.0523509,0.756469,0.627804,100,0,1000
4.375,91.6045,55.4718,1050.12,-0.212521,-0.0221782,0.743968,0.633131,100,0,1000
4.38,91.5937,55.5942,1050.17,-0.249068,0.00832987,0.729737,0.636694,100,0,1000
4.385,91.5831,55.7166,1050.21,-0.28287,0.0372789,0.715401,0.637806,100,0,1000
4.39,91.5728,55.8389,1050.25,-0.316391,0.0657545,0.697967,0.639074,100,0,1000
4.395,91.5626,55.9613,1050.3,-0.349928,0.094891,0.678815,0.638558,100,0,1000
4.4,91.5527,56.0836,1050.34,-0.382479,0.123126,0.657475,0.637398,100,0,1000
4.405,91.543,56.2059,1050.39,-0.413021,0.149753,0.635101,0.635323,100,0,1000
4.41,91.5335,56.3282,1050.43,-0.443777,0.177295,0.610679,0.631426,100,0,1000
4.415,91.5242,56.4504,1050.47,-0.473688,0.205252,0.585193,0.625332,100,0,1000
4.42,91.5152,56.5726,1050.52,-0.501325,0.231047,0.559087,0.618637,100,0,1000
4.425,91.5063,56.6948,1050.56,-0.527204,0.255315,0.532304,0.611165,100,0,1000
4.43,91.4977,56.817,1050.6,-0.552319,0.280421,0.504516,0.601474,100,0,1000
4.435,91.4893,56.9391,1050.65,-0.576859,0.305138,0.474775,0.590519,100,0,1000
4.44,91.481,57.0612,1050.69,-0.599999,0.329932,0.444319,0.577691,100,0,1000
4.445,91.473,57.1833,1050.73,-0.622251,0.353349,0.412073,0.564043,100,0,1000
4.45,91.4653,57.3054,1050.77,-0.642746,0.375309,0.379471,0.549566,100,0,1000
4.455,91.4577,57.4274,1050.81,-0.66247,0.395243,0.345126,0.534607,100,0,1000
4.46,91.4503,57.5494,1050.85,-0.680949,0.414593,0.309595,0.51824,100,0,1000
4.465,91.4432,57.6713,1050.9,-0.697581,0.433497,0.273788,0.500501,100,0,1000
4.47,91.4363,57.7933,1050.94,-0.711685,0.452854,0.238586,0.481149,100,0,1000
4.475,91.4295,57.9152,1050.98,-0.724424,0.470648,0.202829,0.461043,100,0,1000
4.48,91.423,58.0371,1051.02,-0.736198,0.486733,0.165838,0.440001,100,0,1000
4.485,91.4167,58.1589,1051.06,-0.746307,0.501831,0.128491,0.417949,100,0,1000
4.49,91.4107,58.2807,1051.1,-0.754694,0.516508,0.0901883,0.394364,100,0,1000
4.495,91.4048,58.4025,1051.14,-0.761064,0.529351,0.0535499,0.371082,100,0,1000
4.5,91.3991,58.5243,1051.18,-0.765811,0.540318,0.0184484,0.348211,100,0,1000
4.505,91.3937,58.646,1051.22,-0.769382,0.549793,-0.0166968,0.324809,100,0,1000
4.51,91.3884,58.7677,1051.26,-0.772131,0.557536,-0.0528722,0.300287,100,0,1000
4.515,91.3833,58.8894,1051.3,-0.77234,0.565783,-0.0893731,0.274577,100,0,1000
4.52,91.3785,59.011,1051.34,-0.771773,0.571757,-0.126325,0.247998,100,0,1000
4.525,91.3738,59.1326,1051.37,-0.769723,0.576328,-0.163843,0.220292,100,0,1000
4.53,91.3694,59.2542,1051.41,-0.765267,0.58058,-0.200907,0.192171,100,0,1000
4.535,91.3652,59.3758,1051.45,-0.760018,0.582401,-0.237593,0.163498,100,0,1000
4.54,91.3612,59.4972,1051.49,-0.752515,0.583509,-0.274342,0.13407,100,0,1000
4.545,91.3574,59.6187,1051.53,-0.743589,0.58314,-0.309918,0.104759,100,0,1000
4.55,91.3538,59.7401,1051.56,-0.733248,0.581313,-0.344595,0.0753459,100,0,1000
4.555,91.3504,59.8615,1051.6,-0.721369,0.578125,-0.378565,0.0456961,100,0,1000
4.56,91.3473,59.9829,1051.64,-0.707833,0.574088,-0.411245,0.0165296,100,0,1000
4.565,91.3443,60.1042,1051.68,-0.692012,0.569224,-0.443771,-0.0130461,100,0,1000
4.57,91.3416,60.2255,1051.71,-0.675574,0.562406,-0.474847,-0.0426701,100,0,1000
4.575,91.3391,60.3467,1051.75,-0.658089,0.554672,-0.504143,-0.0713904,100,0,1000
4.58,91.3367,60.4679,1051.79,-0.639668,0.545357,-0.532312,-0.100271,100,0,1000
4.585,91.3346,60.5891,1051.82,-0.618717,0.535179,-0.560385,-0.129391,100,0,1000
4.59,91.3327,60.7102,1051.86,-0.596205,0.523926,-0.587374,-0.158219,100,0,1000
4.595,91.331,60.8314,1051.89,-0.573429,0.511849,-0.612101,-0.185802,100,0,1000
4.6,91.3295,60.9524,1051.93,-0.551037,0.498301,-0.634557,-0.213054,100,0,1000
4.605,91.3282,61.0734,1051.96,-0.526184,0.483154,-0.656929,-0.241117,100,0,1000
4.61,91.3271,61.1944,1052,-0.501234,0.466893,-0.677216,-0.268615,100,0,1000
4.615,91.3262,61.3154,1052.03,-0.47462,0.4501,-0.696504,-0.295007,100,0,1000
4.62,91.3255,61.4363,1052.07,-0.447838,0.432372,-0.713843,-0.320818,100,0,1000
4.625,91.325,61.5571,1052.1,-0.42076,0.414139,-0.729425,-0.345529,100,0,1000
4.63,91.3248,61.6779,1052.14,-0.393629,0.39575,-0.743274,-0.368758,100,0,1000
4.635,91.3246,61.7987,1052.17,-0.365383,0.37693,-0.756127,-0.390756,100,0,1000
4.64,91.3247,61.9194,1052.21,-0.335999,0.356229,-0.76743,-0.413832,100,0,1000
4.645,91.325,62.0401,1052.24,-0.305001,0.334286,-0.777595,-0.436547,100,0,1000
4.65,91.3255,62.1608,1052.27,-0.272326,0.311656,-0.786912,-0.457688,100,0,1000
4.655,91.3262,62.2814,1052.31,-0.241418,0.289044,-0.793296,-0.478385,100,0,1000
4.66,91.3271,62.402,1052.34,-0.210426,0.266004,-0.797943,-0.498246,100,0,1000
4.665,91.3282,62.5225,1052.37,-0.17849,0.241922,-0.80096,-0.517762,100,0,1000
4.67,91.3295,62.643,1052.4,-0.146053,0.217832,-0.803223,-0.534837,100,0,1000
4.675,91.331,62.7634,1052.44,-0.11355,0.19321,-0.803458,-0.551571,100,0,1000
4.68,91.3327,62.8838,1052.47,-0.0824838,0.169396,-0.802044,-0.566769,100,0,1000
4.685,91.3345,63.0041,1052.5,-0.0517199,0.145503,-0.798916,-0.58128,100,0,1000
4.69,91.3366,63.1244,1052.53,-0.0189291,0.120036,-0.794804,-0.594575,100,0,1000
4.695,91.3388,63.2447,1052.57,0.0129211,0.0951543,-0.789625,-0.606029,100,0,1000
4.7,91.3413,63.3649,1052.6,0.0434215,0.0711091,-0.782919,-0.61652,100,0,1000
4.705,91.3439,63.485,1052.63,0.0752079,0.045855,-0.774166,-0.626824,100,0,1000
4.71,91.3467,63.6052,1052.66,0.107366,0.0200945,-0.764046,-0.635848,100,0,1000
4.715,91.3497,63.7252,1052.69,0.140174,-0.00643466,-0.75245,-0.643529,100,0,1000
4.72,91.3529,63.8453,1052.72,0.172298,-0.0326647,-0.739754,-0.649623,100,0,1000
4.725,91.3563,63.9653,1052.75,0.203198,-0.057851,-0.725272,-0.655244,100,0,1000
4.73,91.3599,64.0852,1052.78,0.232686,-0.0820403,-0.709941,-0.659629,100,0,1000
4.735,91.3637,64.2051,1052.81,0.261765,-0.106095,-0.693435,-0.662851,100,0,1000
4.74,91.3676,64.325,1052.84,0.291831,-0.131594,-0.675554,-0.664187,100,0,1000
4.745,91.3718,64.4448,1052.87,0.321186,-0.156935,-0.656847,-0.6639,100,0,1000
4.75,91.3761,64.5645,1052.9,0.350309,-0.181948,-0.636225,-0.66287,100,0,1000
4.755,91.3807,64.6843,1052.93,0.378848,-0.206471,-0.614106,-0.660846,100,0,1000
4.76,91.3854,64.8039,1052.96,0.405949,-0.229585,-0.59109,-0.65811,100,0,1000
4.765,91.3903,64.9236,1052.99,0.432451,-0.252583,-0.567018,-0.653972,100,0,1000
4.77,91.3954,65.0431,1053.02,0.458072,-0.275099,-0.542037,-0.648604,100,0,1000
4.775,91.4007,65.1627,1053.05,0.483124,-0.296983,-0.515597,-0.642302,100,0,1000
4.78,91.4062,65.2822,1053.07,0.506638,-0.317446,-0.488842,-0.635279,100,0,1000
4.785,91.4119,65.4016,1053.1,0.5293,-0.337057,-0.461101,-0.627391,100,0,1000
4.79,91.4178,65.521,1053.13,0.551051,-0.356346,-0.432614,-0.618228,100,0,1000
4.795,91.4238,65.6403,1053.16,0.570567,-0.372708,-0.405076,-0.609471,100,0,1000
4.8,91.43,65.7596,1053.19,0.590074,-0.390794,-0.375703,-0.598281,100,0,1000
4.805,91.4364,65.8789,1053.21,0.609147,-0.40899,-0.344726,-0.585518,100,0,1000
4.81,91.443,65.9981,1053.24,0.627021,-0.426347,-0.313291,-0.57177,100,0,1000
4.815,91.4498,66.1172,1053.27,0.643408,-0.442032,-0.282146,-0.557699,100,0,1000
4.82,91.4567,66.2363,1053.29,0.659079,-0.458199,-0.249427,-0.541715,100,0,1000
4.825,91.4639,66.3553,1053.32,0.673827,-0.472908,-0.216001,-0.525032,100,0,1000
4.83,91.4712,66.4743,1053.35,0.687671,-0.486777,-0.181505,-0.507162,100,0,1000
4.835,91.4788,66.5933,1053.37,0.700115,-0.50036,-0.146395,-0.487901,100,0,1000
4.84,91.4865,66.7122,1053.4,0.711413,-0.512509,-0.110932,-0.46789,100,0,1000
4.845,91.4944,66.831,1053.42,0.72081,-0.52489,-0.0751961,-0.446395,100,0,1000
4.85,91.5025,66.9498,1053.45,0.729055,-0.535747,-0.0392139,-0.424166,100,0,1000
4.855,91.5109,67.0686,1053.48,0.735723,-0.545545,-0.00359917,-0.401347,100,0,1000
4.86,91.5194,67.1873,1053.5,0.741043,-0.553851,0.0313191,-0.378317,100,0,1000
4.865,91.5281,67.3059,1053.53,0.745038,-0.56079,0.0653874,-0.355187,100,0,1000
4.87,91.537,67.4245,1053.55,0.747548,-0.56711,0.0997545,-0.33107,100,0,1000
4.875,91.546,67.5431,1053.58,0.749648,-0.570982,0.133565,-0.306867,100,0,1000
4.88,91.5553,67.6615,1053.6,0.750316,-0.573977,0.166515,-0.282577,100,0,1000
4.885,91.5647,67.78,1053.62,0.74951,-0.576283,0.19946,-0.257583,100,0,1000
4.89,91.5744,67.8984,1053.65,0.747742,-0.577078,0.233252,-0.231206,100,0,1000
4.895,91.5842,68.0167,1053.67,0.745315,-0.575984,0.266152,-0.204723,100,0,1000
4.9,91.5942,68.135,1053.7,0.741495,-0.574155,0.297683,-0.178653,100,0,1000
4.905,91.6043,68.2532,1053.72,0.735948,-0.571632,0.329605,-0.151586,100,0,1000
4.91,91.6147,68.3713,1053.74,0.728498,-0.568546,0.361525,-0.123876,100,0,1000
4.915,91.6252,68.4894,1053.77,0.719707,-0.564316,0.392935,-0.0957685,100,0,1000
4.92,91.636,68.6075,1053.79,0.710122,-0.558983,0.422609,-0.068314,100,0,1000
4.925,91.6469,68.7255,1053.81,0.699568,-0.552736,0.450985,-0.0412448,100,0,1000
4.93,91.658,68.8434,1053.83,0.688031,-0.545636,0.478211,-0.0144759,100,0,1000
4.935,91.6693,68.9613,1053.86,0.675741,-0.537841,0.503951,0.0116133,100,0,1000
4.94,91.6807,69.0791,1053.88,0.663106,-0.528567,0.528646,0.037968,100,0,1000
4.945,91.6924,69.1969,1053.9,0.648558,-0.518901,0.553146,0.0643703,100,0,1000
4.95,91.7042,69.3146,1053.92,0.631715,-0.508532,0.577914,0.0913585,100,0,1000
4.955,91.7161,69.4323,1053.95,0.614429,-0.497096,0.601194,0.118061,100,0,1000
4.96,91.7283,69.5499,1053.97,0.596545,-0.484735,0.623133,0.144469,100,0,1000
4.965,91.7406,69.6675,1053.99,0.576555,-0.47169,0.644885,0.17093,100,0,1000
4.97,91.7532,69.785,1054.01,0.555796,-0.457562,0.665411,0.19737,100,0,1000
4.975,91.7659,69.9024,1054.03,0.535212,-0.442898,0.683908,0.222844,100,0,1000
4.98,91.7788,70.0198,1054.05,0.513236,-0.427833,0.701604,0.247588,100,0,1000
4.985,91.7918,70.1372,1054.07,0.490908,-0.411677,0.717848,0.272443,100,0,1000
4.99,91.8051,70.2544,1054.09,0.468126,-0.394605,0.732678,0.297201,100,0,1000
4.995,91.8185,70.3717,1054.11,0.445393,-0.377152,0.745815,0.321157,100,0,1000
