t,x,y,z,qw,qx,qy,qz,tx,ty,tz,Vc,range,nCx,nCy,nCz,ox,oy,oz
0.147,646.416,21.4707,10002.7,0.999393,0.000193883,-0.0132089,0.032241,24779.5,500.548,10000,5897.29,24137.8,1.68585,16.4469,28.5344,0.997572,0.0644377,0.0264143
0.148,650.81,21.6889,10002.7,0.999394,0.000199574,-0.0134195,0.032108,24778,500.556,10000,5897.26,24131.9,1.7191,13.8804,30.4988,0.997578,0.0641718,0.0268356
0.149,655.204,21.9078,10002.8,0.999396,0.000205795,-0.0136394,0.0319474,24776.5,500.563,10000,5897.23,24126,1.74836,11.9273,32.3276,0.997587,0.0638506,0.0272754
0.15,659.598,22.1274,10002.8,0.999399,0.00021214,-0.013862,0.0317728,24775,500.571,10000,5897.21,24120.1,1.75991,11.949,36.8539,0.997597,0.0635014,0.0277209
0.151,663.992,22.3475,10002.9,0.999402,0.000219036,-0.0140921,0.0315639,24773.5,500.578,10000,5897.18,24114.3,1.80254,10.7927,47.0813,0.99761,0.0630839,0.0281811
0.152,668.387,22.5683,10002.9,0.999407,0.000226247,-0.0143248,0.0313262,24772,500.586,10000,5897.15,24108.4,1.88188,6.6588,43.6662,0.997627,0.0626087,0.0286467
0.153,672.781,22.7896,10003,0.99941,0.000232842,-0.0145517,0.031106,24770.5,500.594,10000,5897.12,24102.5,1.90878,7.98075,42.745,0.997641,0.0621686,0.0291008
0.154,677.175,23.0114,10003.1,0.999414,0.000239172,-0.0147759,0.0308862,24769,500.602,10000,5897.1,24096.6,1.95291,7.26041,40.2939,0.997655,0.061729,0.0295493
0.155,681.569,23.2337,10003.1,0.999418,0.000245607,-0.0150002,0.0306482,24767.5,500.61,10000,5897.07,24090.7,2.00215,5.43748,41.9558,0.997671,0.0612533,0.0299981
0.156,685.963,23.4565,10003.2,0.999421,0.000251583,-0.0152204,0.0304207,24766,500.617,10000,5897.04,24084.8,2.0315,6.16928,42.0853,0.997686,0.0607985,0.0304385
0.157,690.357,23.6798,10003.2,0.999423,0.000255969,-0.0154246,0.0302547,24764.5,500.625,10000,5897.02,24078.9,2.02176,11.1014,38.1429,0.997693,0.0604667,0.0308468
0.158,694.75,23.9035,10003.3,0.999425,0.000259976,-0.0156242,0.0300962,24763,500.633,10000,5896.99,24073,2.05094,11.0091,36.1333,0.9977,0.0601498,0.031246
0.159,699.144,24.1276,10003.3,0.999427,0.000263848,-0.0158221,0.0299357,24761.5,500.641,10000,5896.97,24067.1,2.08254,10.3316,35.1902,0.997707,0.0598286,0.0316419
0.16,703.538,24.3521,10003.4,0.999428,0.000267418,-0.0160166,0.02978,24760,500.649,10000,5896.94,24061.2,2.09822,10.6653,35.4956,0.997713,0.0595173,0.0320307
0.161,707.932,24.577,10003.5,0.99943,0.000271208,-0.0162131,0.0296077,24758.5,500.658,10000,5896.92,24055.3,2.12586,8.25047,32.6457,0.997721,0.0591728,0.0324239
0.162,712.326,24.8023,10003.5,0.999432,0.000275214,-0.0164114,0.0294178,24757,500.666,10000,5896.9,24049.4,2.14271,6.48599,31.9166,0.997731,0.0587931,0.0328204
0.163,716.72,25.0279,10003.6,0.999435,0.000279294,-0.0166095,0.0292154,24755.5,500.674,10000,5896.87,24043.5,2.15219,5.02013,30.0902,0.997741,0.0583885,0.0332166
0.164,721.113,25.2538,10003.6,0.999438,0.000283171,-0.0168053,0.0290133,24754,500.682,10000,5896.85,24037.6,2.14924,4.8557,30.2181,0.997752,0.0579844,0.033608
0.165,725.507,25.4801,10003.7,0.99944,0.000286795,-0.0169982,0.028814,24752.5,500.691,10000,5896.83,24031.7,2.14197,4.84096,30.1583,0.997762,0.0575859,0.033994
0.166,729.901,25.7066,10003.8,0.999442,0.000289834,-0.0171858,0.0286326,24751,500.699,10000,5896.8,24025.8,2.13137,5.85427,29.6945,0.99777,0.0572233,0.034369
0.167,734.294,25.9334,10003.8,0.999444,0.000292896,-0.0173726,0.0284425,24749.5,500.708,10000,5896.78,24019.9,2.1689,4.9787,29.3136,0.997778,0.0568431,0.0347427
0.168,738.688,26.1604,10003.9,0.999447,0.000296398,-0.0175613,0.0282235,24748,500.716,10000,5896.76,24014,2.21639,3.0242,31.8174,0.99779,0.0564053,0.0351199
0.169,743.081,26.3876,10004,0.999452,0.000300956,-0.017748,0.0279342,24746.5,500.725,10000,5896.74,24008.1,2.28285,-2.34395,31.6051,0.997809,0.0558272,0.0354933
0.17,747.475,26.615,10004,0.999457,0.000305204,-0.0179319,0.0276492,24745,500.733,10000,5896.72,24002.2,2.29988,-2.20625,29.9273,0.997828,0.0552574,0.0358611
0.171,751.869,26.8426,10004.1,0.999461,0.000309295,-0.0181128,0.02736,24743.5,500.742,10000,5896.7,23996.3,2.31774,-3.06643,32.9514,0.997847,0.0546793,0.036223
0.172,756.262,27.0703,10004.2,0.999466,0.00031293,-0.0182918,0.0270848,24742,500.751,10000,5896.68,23990.4,2.32455,-2.22622,31.9179,0.997864,0.0541292,0.036581
0.173,760.656,27.2982,10004.2,0.99947,0.000316279,-0.0184684,0.026814,24740.5,500.759,10000,5896.66,23984.5,2.33683,-2.19961,32.0548,0.99788,0.0535878,0.0369341
0.174,765.049,27.5261,10004.3,0.999473,0.000319194,-0.0186429,0.0265564,24739,500.768,10000,5896.64,23978.6,2.3516,-1.45388,31.119,0.997894,0.0530729,0.037283
0.175,769.443,27.7541,10004.4,0.999478,0.000322703,-0.0188093,0.0262489,24737.5,500.777,10000,5896.62,23972.7,2.40348,-5.79736,33.5816,0.997914,0.0524582,0.037616
0.176,773.836,27.9821,10004.5,0.999484,0.00032639,-0.0189662,0.0259108,24736,500.786,10000,5896.6,23966.8,2.43091,-9.24787,35.7176,0.997938,0.0517824,0.0379297
0.177,778.229,28.2102,10004.5,0.99949,0.000329721,-0.0191217,0.0255816,24734.5,500.795,10000,5896.58,23960.9,2.44186,-8.58215,34.5594,0.99796,0.0511245,0.0382409
0.178,782.623,28.4382,10004.6,0.999496,0.000332971,-0.0192706,0.02524,24733,500.804,10000,5896.57,23955,2.47016,-10.342,35.4398,0.997983,0.0504418,0.0385387
0.179,787.016,28.6661,10004.7,0.999502,0.000336127,-0.0194115,0.0248851,24731.5,500.813,10000,5896.55,23949.1,2.5077,-11.2211,33.0084,0.998008,0.0497324,0.0388204
0.18,791.41,28.894,10004.8,0.999508,0.000338987,-0.0195503,0.024535,24730,500.822,10000,5896.53,23943.2,2.52794,-11.0208,32.3848,0.998032,0.0490326,0.0390979
0.181,795.803,29.1217,10004.8,0.999516,0.000342144,-0.0196583,0.0241237,24728.5,500.831,10000,5896.52,23937.3,2.57273,-16.3313,30.2993,0.998063,0.0482106,0.039314
0.182,800.196,29.3493,10004.9,0.999524,0.000345081,-0.0197558,0.0237025,24727,500.84,10000,5896.51,23931.4,2.59833,-17.4322,29.3521,0.998096,0.0473687,0.0395091
0.183,804.59,29.5767,10005,0.999531,0.00034762,-0.0198605,0.0233017,24725.5,500.85,10000,5896.49,23925.6,2.60652,-17.7808,32.7507,0.998125,0.0465678,0.0397185
0.184,808.983,29.8039,10005.1,0.99954,0.000350111,-0.0199335,0.0228586,24724,500.859,10000,5896.48,23919.7,2.63435,-22.4017,30.845,0.99816,0.0456822,0.0398646
0.185,813.376,30.0308,10005.2,0.999549,0.000352339,-0.0199879,0.0223992,24722.5,500.868,10000,5896.47,23913.8,2.64841,-23.5687,28.3402,0.998198,0.0447641,0.0399735
0.186,817.77,30.2574,10005.3,0.999559,0.000354266,-0.020027,0.0219296,24721,500.878,10000,5896.46,23907.9,2.65496,-25.1056,27.2481,0.998236,0.0438257,0.0400519
0.187,822.163,30.4837,10005.3,0.999568,0.000355886,-0.0200642,0.0214653,24719.5,500.887,10000,5896.45,23902,2.6573,-24.3731,26.2127,0.998273,0.0428977,0.0401263
0.188,826.556,30.7096,10005.4,0.999577,0.000357207,-0.0201093,0.0210167,24718,500.897,10000,5896.45,23896.1,2.66149,-24.5584,27.9967,0.998308,0.0420013,0.0402166
0.189,830.95,30.935,10005.5,0.999587,0.000358215,-0.0201161,0.0205364,24716.5,500.906,10000,5896.44,23890.2,2.68567,-28.7568,25.5825,0.998347,0.0410414,0.0402303
0.19,835.343,31.16,10005.6,0.999596,0.000358949,-0.0201307,0.0200702,24715,500.916,10000,5896.43,23884.3,2.69077,-26.495,24.7909,0.998384,0.0401096,0.0402595
0.191,839.737,31.3845,10005.7,0.999605,0.00035941,-0.0201484,0.0196136,24713.5,500.926,10000,5896.43,23878.4,2.70314,-26.6588,25.4724,0.998419,0.0391972,0.0402949
0.192,844.13,31.6085,10005.8,0.999613,0.000359597,-0.0201612,0.0191591,24712,500.935,10000,5896.43,23872.5,2.71546,-26.4651,24.5613,0.998453,0.038289,0.0403205
0.193,848.523,31.8319,10005.9,0.999621,0.000359511,-0.0201886,0.0187256,24710.5,500.945,10000,5896.42,23866.6,2.72667,-24.6081,25.1299,0.998484,0.0374224,0.0403753
0.194,852.917,32.0546,10005.9,0.999629,0.000359188,-0.0202035,0.0182862,24709,500.955,10000,5896.42,23860.7,2.75919,-25.7847,24.3564,0.998515,0.0365443,0.0404051
0.195,857.31,32.2768,10006,0.999635,0.000358502,-0.020254,0.0178911,24707.5,500.965,10000,5896.42,23854.8,2.77608,-23.7889,28.6143,0.998539,0.0357546,0.0405061
0.196,861.704,32.4983,10006.1,0.999641,0.000357632,-0.020295,0.0174916,24706,500.975,10000,5896.42,23848.9,2.80579,-22.5312,25.4889,0.998564,0.0349561,0.0405879
0.197,866.097,32.719,10006.2,0.999647,0.000356571,-0.0203265,0.0170885,24704.5,500.985,10000,5896.42,23843,2.82766,-21.3254,22.764,0.99859,0.0341504,0.0406509
0.198,870.49,32.9391,10006.3,0.999656,0.000355234,-0.0202674,0.016618,24703,500.995,10000,5896.43,23837.1,2.82665,-24.0601,14.747,0.998626,0.0332101,0.0405327
0.199,874.884,33.1583,10006.4,0.999666,0.000353591,-0.0201954,0.0161461,24701.5,501.005,10000,5896.43,23831.2,2.82065,-23.6343,13.3242,0.998663,0.0322672,0.0403886
0.2,879.277,33.3768,10006.5,0.999672,0.000351737,-0.0202129,0.0157506,24700,501.015,10000,5896.43,23825.3,2.83452,-13.601,13.384,0.998687,0.0314767,0.0404237
0.201,883.671,33.5944,10006.6,0.999678,0.000349744,-0.0202009,0.0153348,24698.5,501.025,10000,5896.44,23819.4,2.89325,-14.5276,11.9064,0.998714,0.0306456,0.0403995
0.202,888.065,33.8111,10006.7,0.999684,0.00034743,-0.0202131,0.0149487,24697,501.035,10000,5896.44,23813.5,2.92551,-11.6867,11.2569,0.998736,0.0298739,0.0404237
0.203,892.458,34.027,10006.8,0.999688,0.00034458,-0.0202617,0.0146123,24695.5,501.045,10000,5896.45,23807.6,2.94916,-8.69476,11.012,0.998752,0.0292016,0.0405208
0.204,896.852,34.2419,10006.9,0.999692,0.000341546,-0.0202889,0.014267,24694,501.056,10000,5896.45,23801.7,2.96494,-6.99348,7.95014,0.99877,0.0285114,0.0405751
0.205,901.245,34.4559,10007,0.999697,0.000338544,-0.0203116,0.0139143,24692.5,501.066,10000,5896.46,23795.8,3.00272,-8.89023,9.50962,0.998788,0.0278065,0.0406204
0.206,905.639,34.669,10007.1,0.999703,0.000335567,-0.0202584,0.0135057,24691,501.077,10000,5896.47,23789.9,3.01583,-9.76811,6.54392,0.998814,0.0269897,0.0405139
0.207,910.033,34.881,10007.2,0.99971,0.00033237,-0.0202008,0.013101,24689.5,501.087,10000,5896.48,23784,3.01726,-9.36153,6.11056,0.998841,0.026181,0.0403985
0.208,914.426,35.092,10007.3,0.999716,0.00032895,-0.0201379,0.0127004,24688,501.098,10000,5896.48,23778.1,3.00467,-8.87141,5.62014,0.998866,0.0253803,0.0402728
0.209,918.82,35.302,10007.4,0.99972,0.000324814,-0.0201451,0.0123757,24686.5,501.108,10000,5896.49,23772.2,3.00441,-5.59082,5.82424,0.998882,0.0247314,0.0402869
0.21,923.214,35.5108,10007.5,0.999724,0.000320237,-0.0201546,0.0120728,24685,501.119,10000,5896.5,23766.3,3.02393,-4.57113,5.13841,0.998896,0.0241261,0.0403058
0.211,927.608,35.7186,10007.6,0.999728,0.000315574,-0.0201371,0.011757,24683.5,501.129,10000,5896.51,23760.5,3.06535,-4.52686,4.36401,0.998913,0.023495,0.0402707
0.212,932.002,35.9252,10007.7,0.999733,0.000310189,-0.0200803,0.0114528,24682,501.14,10000,5896.52,23754.6,3.09939,-3.4616,2.96407,0.998931,0.0228871,0.0401569
0.213,936.395,36.1307,10007.8,0.999746,0.000295403,-0.0194869,0.01131,24680.5,501.151,10000,5896.53,23748.7,3.1064,-1.22658,-3.18463,0.998985,0.0226027,0.0389706
0.214,940.789,36.3351,10007.9,0.999757,0.000277934,-0.0188978,0.0113121,24679,501.162,10000,5896.55,23742.8,3.13159,0.275397,-3.06903,0.99903,0.0226081,0.0377926
0.215,945.183,36.5383,10008,0.999763,0.000263724,-0.0186018,0.0113263,24677.5,501.173,10000,5896.56,23736.9,3.18329,0.31078,-0.112083,0.999051,0.0226375,0.0372007
0.216,949.577,36.7405,10008.1,0.999764,0.00024547,-0.0183523,0.0115952,24676,501.184,10000,5896.57,23731,3.21412,2.95198,0.228845,0.999057,0.0231758,0.0367017
0.217,953.971,36.9416,10008.2,0.999765,0.000226695,-0.0181178,0.0119179,24674.5,501.195,10000,5896.58,23725.1,3.24061,4.42705,0.400875,0.999059,0.023822,0.0362325
0.218,958.365,37.1416,10008.4,0.999764,0.000207648,-0.0178932,0.0122797,24673,501.206,10000,5896.6,23719.2,3.26006,6.8982,0.628058,0.999058,0.0245461,0.035783
0.219,962.759,37.3408,10008.5,0.999763,0.000189792,-0.0177212,0.0126297,24671.5,501.217,10000,5896.61,23713.3,3.28931,6.92856,1.52636,0.999053,0.0252467,0.0354388
0.22,967.154,37.539,10008.6,0.99976,0.000174044,-0.017646,0.0129477,24670,501.228,10000,5896.62,23707.4,3.33909,7.01449,3.49595,0.999042,0.025883,0.035288
0.221,971.548,37.7363,10008.7,0.999758,0.000157901,-0.0175457,0.0132862,24668.5,501.239,10000,5896.62,23701.5,3.35234,9.06862,3.59084,0.999031,0.0265605,0.0350872
0.222,975.942,37.9329,10008.8,0.999755,0.000141279,-0.0174129,0.0136444,24667,501.25,10000,5896.63,23695.6,3.3529,13.0294,3.73024,0.999021,0.0272773,0.0348212
0.223,980.336,38.1287,10008.9,0.999754,0.00012344,-0.0171782,0.0140104,24665.5,501.262,10000,5896.64,23689.7,3.37394,12.1817,0.381037,0.999017,0.0280097,0.0343514
0.224,984.73,38.3238,10009,0.999754,0.000105483,-0.0169026,0.0143684,24664,501.273,10000,5896.65,23683.8,3.40756,11.6504,-0.863312,0.999016,0.0287261,0.0337998
0.225,989.125,38.5182,10009.1,0.999754,8.73995e-05,-0.0166007,0.0147302,24662.5,501.284,10000,5896.65,23677.9,3.3483,19.0234,-2.80562,0.999015,0.0294502,0.0331958
0.226,993.519,38.7121,10009.2,0.999754,6.92385e-05,-0.016255,0.0150767,24661,501.296,10000,5896.66,23672,3.37021,18.3844,-4.91011,0.999017,0.0301437,0.0325041
0.227,997.913,38.9053,10009.4,0.999754,5.16607e-05,-0.0159234,0.0154194,24659.5,501.307,10000,5896.66,23666.1,3.40892,17.3622,-4.22986,0.999017,0.0308296,0.0318405
0.228,1002.31,39.0981,10009.5,0.999754,3.4583e-05,-0.015598,0.0157556,24658,501.319,10000,5896.67,23660.2,3.45041,15.8234,-3.8008,0.999017,0.0315024,0.0311893
0.229,1006.7,39.2903,10009.6,0.999754,1.79799e-05,-0.0152822,0.01609,24656.5,501.33,10000,5896.67,23654.3,3.45729,17.435,-3.95732,0.999015,0.0321716,0.0305575
0.23,1011.1,39.4821,10009.7,0.999754,1.35409e-06,-0.0149344,0.0164108,24655,501.342,10000,5896.68,23648.4,3.457,18.2127,-5.86597,0.999015,0.0328135,0.0298615
0.231,1015.49,39.6735,10009.8,0.999754,-1.5136e-05,-0.0145649,0.0167177,24653.5,501.354,10000,5896.68,23642.5,3.4485,17.8959,-7.09005,0.999017,0.0334277,0.0291222
0.232,1019.88,39.8646,10009.9,0.999755,-3.13709e-05,-0.0141839,0.0170128,24652,501.366,10000,5896.69,23636.6,3.43978,17.1343,-7.64756,0.999019,0.0340182,0.0283598
0.233,1024.28,40.0552,10010,0.999755,-4.72801e-05,-0.0137987,0.0172989,24650.5,501.377,10000,5896.69,23630.7,3.42773,16.4659,-7.85044,0.999021,0.0345906,0.0275889
0.234,1028.67,40.2456,10010.1,0.999755,-6.28575e-05,-0.0134133,0.0175799,24649,501.389,10000,5896.7,23624.8,3.40227,18.0231,-8.88841,0.999022,0.0351528,0.0268179
0.235,1033.07,40.4357,10010.3,0.999757,-7.84954e-05,-0.0129799,0.0178215,24647.5,501.401,10000,5896.71,23618.9,3.41012,13.4352,-9.32117,0.999028,0.0356364,0.0259506
0.236,1037.46,40.6254,10010.4,0.999758,-9.35808e-05,-0.0125666,0.0180675,24646,501.413,10000,5896.71,23613,3.38824,12.8537,-8.211,0.999031,0.0361286,0.0251237
0.237,1041.86,40.815,10010.5,0.999759,-0.00010823,-0.0121504,0.0182941,24644.5,501.425,10000,5896.72,23607.1,3.37747,9.28612,-6.40198,0.999035,0.0365819,0.024291
0.238,1046.25,41.0043,10010.6,0.999759,-0.000122283,-0.0117649,0.0185369,24643,501.437,10000,5896.72,23601.2,3.33739,10.5755,-6.19421,0.999036,0.0370678,0.0235196
0.239,1050.65,41.1934,10010.7,0.999758,-0.000135436,-0.0114314,0.0188046,24641.5,501.449,10000,5896.73,23595.3,3.31997,13.1927,-5.62233,0.999031,0.0376032,0.0228521
0.24,1055.04,41.3823,10010.8,0.999757,-0.000148339,-0.0110959,0.0190666,24640,501.461,10000,5896.74,23589.4,3.31167,13.5844,-6.05609,0.999027,0.0381272,0.0221807
0.241,1059.43,41.5711,10010.9,0.999755,-0.000160531,-0.0107958,0.019345,24638.5,501.474,10000,5896.74,23583.6,3.22502,22.2318,-7.82703,0.999018,0.0386839,0.0215801
0.242,1063.83,41.7597,10011,0.999752,-0.000172391,-0.0105002,0.01962,24637,501.486,10000,5896.75,23577.7,3.22074,23.3872,-8.21227,0.99901,0.0392339,0.0209885
0.243,1068.22,41.9482,10011.2,0.99975,-0.000183964,-0.0102059,0.0198897,24635.5,501.498,10000,5896.76,23571.8,3.23161,22.4618,-8.07144,0.999,0.0397732,0.0203994
0.244,1072.62,42.1366,10011.3,0.999748,-0.000195083,-0.00992381,0.0201583,24634,501.51,10000,5896.76,23565.9,3.24633,22.4991,-7.58645,0.99899,0.0403103,0.0198347
0.245,1077.01,42.3249,10011.4,0.999745,-0.000205885,-0.00964572,0.0204226,24632.5,501.523,10000,5896.77,23560,3.27644,21.7388,-7.33344,0.99898,0.0408388,0.0192781
0.246,1081.41,42.5132,10011.5,0.999742,-0.000216666,-0.00935509,0.0206777,24631,501.535,10000,5896.78,23554.1,3.27622,22.2537,-8.52194,0.99897,0.0413488,0.0186964
0.247,1085.8,42.7014,10011.6,0.99974,-0.000227733,-0.00903242,0.0209126,24629.5,501.548,10000,5896.78,23548.2,3.28638,19.8798,-9.78883,0.998962,0.0418184,0.0180506
0.248,1090.2,42.8896,10011.7,0.999738,-0.000238472,-0.00871576,0.0211459,24628,501.56,10000,5896.79,23542.3,3.25482,21.8242,-10.6268,0.998954,0.042285,0.0174169
0.249,1094.59,43.0778,10011.8,0.999739,-0.000250379,-0.00830435,0.0213044,24626.5,501.573,10000,5896.8,23536.4,3.41825,13.7935,-12.505,0.998954,0.0426019,0.0165937
0.25,1098.99,43.266,10011.9,0.999739,-0.000262159,-0.00788258,0.0214443,24625,501.586,10000,5896.8,23530.5,3.50516,12.9009,-13.0153,0.998956,0.0428815,0.0157498
0.251,1103.38,43.4542,10012.1,0.999739,-0.000273383,-0.00748128,0.0215932,24623.5,501.598,10000,5896.81,23524.6,3.57038,12.2261,-11.3112,0.998956,0.0431793,0.0149468
0.252,1107.77,43.6425,10012.2,0.999739,-0.000284396,-0.00707671,0.0217288,24622,501.611,10000,5896.82,23518.7,3.63032,11.0318,-10.8983,0.998956,0.0434502,0.0141374
0.253,1112.17,43.8307,10012.3,0.999738,-0.000294929,-0.00668875,0.0218727,24620.5,501.624,10000,5896.83,23512.8,3.66081,11.4849,-10.572,0.998954,0.0437378,0.0133611
0.254,1116.56,44.0191,10012.4,0.999738,-0.000305214,-0.00630167,0.0220078,24619,501.637,10000,5896.84,23506.9,3.68403,10.6295,-10.1482,0.998952,0.044008,0.0125866
0.255,1120.96,44.2074,10012.5,0.999737,-0.000314677,-0.00595129,0.0221674,24617.5,501.65,10000,5896.85,23501,3.68286,11.348,-8.90671,0.998946,0.0443268,0.0118855
0.256,1125.35,44.3958,10012.6,0.999736,-0.000324404,-0.00557523,0.0223018,24616,501.663,10000,5896.86,23495.1,3.67327,11.6052,-10.9505,0.998943,0.0445955,0.011133
0.257,1129.75,44.5843,10012.7,0.999736,-0.000334549,-0.00516,0.0223828,24614.5,501.676,10000,5896.87,23489.2,3.68199,9.12273,-11.8987,0.998945,0.0447572,0.0103023
0.258,1134.14,44.7729,10012.8,0.999736,-0.000344181,-0.00476204,0.0224709,24613,501.689,10000,5896.88,23483.3,3.70526,8.43589,-10.2688,0.998945,0.0449332,0.00950609
0.259,1138.54,44.9616,10012.9,0.999736,-0.000353527,-0.00436837,0.0225515,24611.5,501.702,10000,5896.89,23477.4,3.73835,7.70752,-9.63263,0.998945,0.0450941,0.00871849
0.26,1142.93,45.1503,10013,0.999735,-0.000361881,-0.0040171,0.0226583,24610,501.715,10000,5896.9,23471.5,3.79277,7.23419,-7.22307,0.998941,0.0453074,0.00801567
0.261,1147.33,45.3392,10013.1,0.999737,-0.000371621,-0.0035764,0.0226392,24608.5,501.728,10000,5896.92,23465.6,3.88956,4.98961,-11.6849,0.998949,0.0452692,0.00713409
0.262,1151.72,45.5282,10013.2,0.999735,-0.000377921,-0.0033063,0.0227813,24607,501.741,10000,5896.93,23459.7,3.93706,6.89653,-4.60651,0.99894,0.0455531,0.00659363
0.263,1156.12,45.7172,10013.3,0.999733,-0.000384011,-0.00303892,0.0229105,24605.5,501.755,10000,5896.94,23453.8,3.97036,6.21694,-4.30699,0.998932,0.0458112,0.00605862
0.264,1160.51,45.9064,10013.4,0.999733,-0.000391822,-0.00268265,0.0229689,24604,501.768,10000,5896.96,23447.9,3.95969,5.53528,-7.0037,0.99893,0.0459277,0.00534586
0.265,1164.9,46.0958,10013.5,0.999736,-0.000400716,-0.00225603,0.0228751,24602.5,501.782,10000,5896.97,23442,3.96355,2.17068,-8.82461,0.998943,0.0457398,0.00449254
0.266,1169.3,46.2852,10013.6,0.999739,-0.000409188,-0.00183952,0.0227581,24601,501.795,10000,5896.98,23436.1,3.96166,1.47263,-7.8602,0.998957,0.0455059,0.00365945
0.267,1173.69,46.4747,10013.7,0.999742,-0.000417194,-0.00144082,0.0226806,24599.5,501.809,10000,5897,23430.2,3.96631,2.19242,-7.42681,0.998967,0.0453506,0.00286197
0.268,1178.09,46.6644,10013.8,0.999743,-0.000424326,-0.00107623,0.0226201,24598,501.822,10000,5897.02,23424.3,3.97605,2.14988,-5.79203,0.998974,0.0452295,0.00213271
0.269,1182.48,46.8541,10013.9,0.999742,-0.000424128,-0.00103687,0.0226918,24596.5,501.836,10000,5897.03,23418.4,3.97695,3.03433,-0.272806,0.998968,0.0453728,0.00205396
0.27,1186.88,47.044,10014,0.999743,-0.000424426,-0.000970934,0.0226599,24595,501.849,10000,5897.05,23412.5,3.98099,1.62827,-0.503925,0.998971,0.045309,0.00192213
0.271,1191.27,47.2339,10014.1,0.999743,-0.000422156,-0.00101881,0.0226456,24593.5,501.863,10000,5897.07,23406.6,3.96695,1.82881,0.627742,0.998972,0.0452803,0.00201797
0.272,1195.67,47.4239,10014.2,0.999742,-0.000419132,-0.00110369,0.0226816,24592,501.877,10000,5897.08,23400.7,3.94109,2.52993,1.09924,0.998969,0.0453524,0.0021878
0.273,1200.06,47.6141,10014.3,0.999743,-0.000413487,-0.0013015,0.0226228,24590.5,501.891,10000,5897.1,23394.9,3.94536,1.49881,2.37435,0.998973,0.045235,0.00258363
0.274,1204.46,47.8043,10014.4,0.999745,-0.000405857,-0.00158775,0.0225091,24589,501.905,10000,5897.11,23389,3.96998,1.00951,4.00902,0.998982,0.045008,0.00315641
0.275,1208.85,47.9946,10014.5,0.999744,-0.000398937,-0.00185766,0.0225359,24587.5,501.919,10000,5897.13,23383.1,3.95955,3.4681,4.76416,0.998977,0.0450617,0.00369638
0.276,1213.25,48.185,10014.6,0.999742,-0.000392242,-0.00212568,0.0226046,24586,501.933,10000,5897.14,23377.2,3.9365,5.03387,5.85062,0.998969,0.0451991,0.00423252
0.277,1217.64,48.3754,10014.7,0.999739,-0.000386823,-0.00234535,0.0227117,24584.5,501.947,10000,5897.15,23371.3,3.91461,5.61595,4.79052,0.998957,0.0454134,0.00467191
0.278,1222.04,48.566,10014.8,0.999736,-0.00038181,-0.00255295,0.0228406,24583,501.961,10000,5897.16,23365.4,3.8929,6.78982,5.19003,0.998944,0.0456711,0.00508711
